id,campaign_id,social_account_id,added_at,auto_publish
e5cb7b4d-dc57-4d08-a896-523e3f0df403,f9e703f2-d2ea-4922-ad0d-e7a4484724b3,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-05-06 00:27:54.978761,t
d3cf2b9c-e6ae-4060-9a01-3fd80f59b672,f9e703f2-d2ea-4922-ad0d-e7a4484724b3,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-05-06 00:27:54.978761,t
d6daf752-951f-4294-823f-b30878a15f1e,f9e703f2-d2ea-4922-ad0d-e7a4484724b3,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-05-06 00:27:54.978761,t
be58d023-4798-4027-9c23-8123f1df65ff,f9e703f2-d2ea-4922-ad0d-e7a4484724b3,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-05-06 00:27:54.978761,t
64c06904-2133-44fc-924a-0c7545cccb3b,1bd11e40-937c-4dab-87d7-215704217136,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-05-09 00:01:39.037049,t
f3d746ca-c869-493d-9ea1-90d481264fb5,1bd11e40-937c-4dab-87d7-215704217136,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-05-09 00:01:39.037049,t
0b52f81e-b1a8-4e9f-91d8-2917397377c9,1bd11e40-937c-4dab-87d7-215704217136,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-05-09 00:01:39.037049,t
4dda55a1-7342-4d24-87b6-0b15cdca5c42,dd02e37e-4ae4-4fec-bc81-2f40b314e547,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-05-21 13:41:25.6161,t
ebc84465-5997-4c97-968c-286cafb13713,dd02e37e-4ae4-4fec-bc81-2f40b314e547,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-05-21 13:41:25.6161,t
2ec11af1-33ca-4d26-bbf2-072455ac2d06,dd02e37e-4ae4-4fec-bc81-2f40b314e547,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-05-21 13:41:25.6161,t
0949738d-b3ed-4bd0-80fa-23ce343fe1fe,dd02e37e-4ae4-4fec-bc81-2f40b314e547,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-05-21 13:41:25.6161,t
bcaf4dc4-b241-4eff-9e86-1e0a8b059c2b,925804eb-121b-430f-8fbe-86e33be89785,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-05-21 14:14:24.457804,t
471420dd-23f3-4146-8062-be48858aab80,925804eb-121b-430f-8fbe-86e33be89785,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-05-21 14:14:24.457804,t
1ff93d9b-d7fa-4951-b79b-ebf1f08f6cac,925804eb-121b-430f-8fbe-86e33be89785,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-05-21 14:14:24.457804,t
e9111f13-a805-4821-8ecd-6c904840df0d,925804eb-121b-430f-8fbe-86e33be89785,b5fb6824-d40c-4834-bcf6-8c41474c47a5,2026-05-21 14:14:24.457804,t
611efcbb-a174-4eca-a78b-cde5ef52a49d,a5e07503-68d3-4299-a7e8-4728521ba107,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-05-24 16:31:52.104177,t
5ea0c692-ddbf-4f0d-bc33-a57fb581f9c8,a5e07503-68d3-4299-a7e8-4728521ba107,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,2026-05-24 16:31:52.104177,t
2913a32c-10ad-4dbe-a6c5-cca09a160f40,a5e07503-68d3-4299-a7e8-4728521ba107,f51792f4-cde1-4df4-85a5-f70b874d79a6,2026-05-24 16:31:52.104177,t
8d91be3e-d023-449c-9bee-8efea659e3c2,2df227d3-f807-4d47-b405-3d100b164926,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-06-01 20:33:17.117572,t
df1376dd-01c7-4676-bbd9-cd4f1eac6b51,61e5cf9f-7bde-4fd0-9922-48787c82e9e4,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-06-01 20:47:23.390368,t
6ab0d482-97b9-4e37-835b-d9ada9a42aae,58ef5027-f2da-4e8c-a343-04e7ae5efa40,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,2026-06-11 00:28:19.177046,t
